Results Table 1
,Specimen number (included),Specimen label,Diameter,Support span,Maximum Force
,,,(mm),(mm),(N)
"","4.8000","0.9989","0.0861"
"","4.8200","1.0031","0.0871"
"","4.8400","1.0071","0.0884"
"","4.8600","1.0111","0.0895"
"","4.8800","1.0153","0.0909"
"","4.9000","1.0194","0.0918"
"","4.9200","1.0237","0.0931"
"","4.9400","1.0280","0.0940"
"","4.9600","1.0325","0.0954"
"","4.9800","1.0369","0.0965"
"","5.0000","1.0414","0.0979"
"","5.0200","1.0457","0.0862"
"","5.0400","1.0499","0.0333"
"","5.0600","1.0539","0.0026"
"","5.0800","1.0579","-0.0042"
"","5.1000","1.0620","-0.0026"
"","5.1200","1.0661","-0.0007"
"","5.1400","1.0702","0.0002"
"","5.1600","1.0743","0.0001"
"","5.1800","1.0785","0.0000"
"","5.2000","1.0828","-0.0002"
"","5.2200","1.0871","-0.0001"
"","5.2400","1.0916","-0.0003"
"","5.2600","1.0961","-0.0002"
"","5.2800","1.1004","-0.0001"
"","5.3000","1.1045","0.0002"
"","5.3200","1.1086","0.0002"
"","5.3400","1.1127","0.0001"
"","5.3600","1.1168","-0.0001"
"","5.3800","1.1210","0.0002"
"","5.4000","1.1253","0.0001"
"","5.4200","1.1296","0.0000"
"","5.4400","1.1342","-0.0003"
"","5.4600","1.1387","-0.0003"
"","5.4800","1.1431","-0.0003"
"","5.5000","1.1473","0.0000"
"","5.5200","1.1513","0.0000"
"","5.5400","1.1553","0.0001"
"","5.5600","1.1593","0.0001"
"","5.5800","1.1634","0.0002"
"","5.6000","1.1675","0.0001"
"","5.6200","1.1717","-0.0002"
"","5.6400","1.1760","-0.0001"
"","5.6600","1.1803","-0.0001"
"","5.6800","1.1847","0.0000"
"","5.7000","1.1891","0.0000"
"","5.7200","1.1935","0.0001"
"","5.7400","1.1977","-0.0001"
"","5.7600","1.2018","-0.0001"
"","5.7800","1.2059","-0.0003"
"","5.8000","1.2099","-0.0002"
"","5.8200","1.2141","-0.0002"
"","5.8400","1.2184","0.0000"
"","5.8600","1.2228","0.0000"
"","5.8800","1.2273","0.0001"
"","5.9000","1.2318","-0.0001"
"","5.9200","1.2362","0.0002"
"","5.9400","1.2406","-0.0001"
"","5.9600","1.2447","0.0000"
"","5.9800","1.2486","-0.0001"
"","6.0000","1.2525","0.0002"
"","6.0200","1.2565","0.0000"
"","6.0400","1.2606","0.0000"
"","6.0600","1.2648","-0.0001"
"","6.0800","1.2690","0.0000"
"","6.1000","1.2733","0.0000"
"","6.1200","1.2776","0.0000"
"","6.1400","1.2821","-0.0001"
"","6.1600","1.2865","-0.0001"
"","6.1800","1.2909","0.0001"
"","6.2000","1.2951","0.0002"
"","6.2200","1.2991","0.0004"
"","6.2400","1.3031","0.0001"
"","6.2600","1.3072","0.0000"
"","6.2800","1.3113","-0.0002"
"","6.3000","1.3157","0.0000"
"","6.3200","1.3201","-0.0001"
"","6.3400","1.3246","0.0003"
"","6.3600","1.3291","-0.0001"
"","6.3800","1.3335","-0.0002"
"","6.4000","1.3378","-0.0003"
"","6.4200","1.3419","-0.0001"
"","6.4400","1.3459","-0.0001"
"","6.4600","1.3499","0.0001"
"","6.4800","1.3539","0.0000"
"","6.5000","1.3581","0.0001"
"","6.5200","1.3622","0.0000"
"","6.5400","1.3664","-0.0001"
"","6.5600","1.3706","-0.0002"
"","6.5800","1.3749","-0.0001"
"","6.6000","1.3794","0.0000"
"","6.6200","1.3839","0.0000"
"","6.6400","1.3883","0.0000"
"","6.6550","1.3915","-0.0001"
285,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0002"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0001"
"","0.0600","0.0005","0.0001"
"","0.0800","0.0015","0.0001"
"","0.1000","0.0040","-0.0001"
"","0.1200","0.0066","-0.0002"
"","0.1400","0.0080","0.0000"
"","0.1600","0.0096","0.0001"
"","0.1800","0.0131","0.0002"
"","0.2000","0.0187","-0.0001"
"","0.2200","0.0254","-0.0001"
"","0.2400","0.0321","-0.0001"
"","0.2600","0.0380","0.0001"
"","0.2800","0.0428","0.0002"
"","0.3000","0.0469","0.0002"
"","0.3200","0.0506","0.0001"
"","0.3400","0.0545","0.0003"
"","0.3600","0.0586","0.0000"
"","0.3800","0.0630","0.0001"
"","0.4000","0.0676","-0.0002"
"","0.4200","0.0722","0.0000"
"","0.4400","0.0767","-0.0002"
"","0.4600","0.0809","0.0001"
"","0.4800","0.0850","0.0001"
"","0.5000","0.0890","0.0001"
"","0.5200","0.0929","-0.0003"
"","0.5400","0.0967","-0.0002"
"","0.5600","0.1006","-0.0002"
"","0.5800","0.1048","0.0001"
"","0.6000","0.1091","0.0000"
"","0.6200","0.1136","0.0001"
"","0.6400","0.1182","-0.0003"
"","0.6600","0.1226","-0.0001"
"","0.6800","0.1269","-0.0002"
"","0.7000","0.1311","0.0000"
"","0.7200","0.1352","0.0002"
"","0.7400","0.1394","0.0003"
"","0.7600","0.1435","-0.0001"
"","0.7800","0.1476","0.0000"
"","0.8000","0.1518","0.0000"
"","0.8200","0.1561","0.0000"
"","0.8400","0.1606","0.0001"
"","0.8600","0.1652","0.0000"
"","0.8800","0.1696","0.0001"
"","0.9000","0.1739","0.0003"
"","0.9200","0.1781","0.0002"
"","0.9400","0.1822","-0.0001"
"","0.9600","0.1862","-0.0001"
"","0.9800","0.1901","-0.0001"
"","1.0000","0.1940","-0.0001"
"","1.0200","0.1980","0.0000"
"","1.0400","0.2022","0.0000"
"","1.0600","0.2067","0.0000"
"","1.0800","0.2112","0.0001"
"","1.1000","0.2157","-0.0001"
"","1.1200","0.2201","0.0000"
"","1.1400","0.2244","0.0001"
"","1.1600","0.2286","0.0003"
"","1.1800","0.2328","0.0002"
"","1.2000","0.2368","0.0003"
"","1.2200","0.2407","0.0000"
"","1.2400","0.2447","0.0001"
"","1.2600","0.2490","0.0000"
"","1.2800","0.2535","0.0001"
"","1.3000","0.2581","0.0000"
"","1.3200","0.2626","0.0002"
"","1.3400","0.2670","0.0000"
"","1.3600","0.2712","0.0001"
"","1.3800","0.2753","-0.0001"
"","1.4000","0.2794","0.0000"
"","1.4200","0.2834","-0.0001"
"","1.4400","0.2874","0.0001"
"","1.4600","0.2913","-0.0001"
"","1.4800","0.2954","0.0001"
"","1.5000","0.2997","-0.0001"
"","1.5200","0.3041","0.0002"
"","1.5400","0.3084","0.0002"
"","1.5600","0.3127","0.0003"
"","1.5800","0.3170","0.0001"
"","1.6000","0.3215","0.0004"
"","1.6200","0.3258","0.0002"
"","1.6400","0.3301","0.0002"
"","1.6600","0.3341","0.0001"
"","1.6800","0.3380","0.0002"
"","1.7000","0.3421","0.0000"
"","1.7200","0.3464","0.0000"
"","1.7400","0.3509","-0.0001"
"","1.7600","0.3554","0.0000"
"","1.7800","0.3599","0.0000"
"","1.8000","0.3642","0.0000"
"","1.8200","0.3685","0.0000"
"","1.8400","0.3727","0.0002"
"","1.8600","0.3767","0.0001"
"","1.8800","0.3806","-0.0001"
"","1.9000","0.3844","-0.0001"
"","1.9200","0.3884","0.0001"
"","1.9400","0.3927","0.0002"
"","1.9600","0.3971","0.0000"
"","1.9800","0.4015","-0.0001"
"","2.0000","0.4058","-0.0002"
"","2.0200","0.4101","0.0000"
"","2.0400","0.4144","-0.0001"
"","2.0600","0.4188","-0.0001"
"","2.0800","0.4231","-0.0001"
"","2.1000","0.4272","0.0001"
"","2.1200","0.4312","0.0001"
"","2.1400","0.4352","0.0002"
"","2.1600","0.4393","0.0001"
"","2.1800","0.4437","0.0001"
"","2.2000","0.4482","0.0000"
"","2.2200","0.4527","0.0002"
"","2.2400","0.4571","0.0002"
"","2.2600","0.4615","0.0002"
"","2.2800","0.4658","0.0001"
"","2.3000","0.4700","0.0002"
"","2.3200","0.4740","0.0000"
"","2.3400","0.4779","0.0001"
"","2.3600","0.4817","-0.0001"
"","2.3800","0.4858","0.0002"
"","2.4000","0.4900","-0.0001"
"","2.4200","0.4943","0.0001"
"","2.4400","0.4987","0.0000"
"","2.4600","0.5030","0.0001"
"","2.4800","0.5073","0.0000"
"","2.5000","0.5117","0.0001"
"","2.5200","0.5162","0.0000"
"","2.5400","0.5205","0.0002"
"","2.5600","0.5246","-0.0001"
"","2.5800","0.5284","0.0001"
"","2.6000","0.5324","0.0001"
"","2.6200","0.5366","0.0001"
"","2.6400","0.5411","0.0000"
"","2.6600","0.5456","0.0000"
"","2.6800","0.5501","0.0000"
"","2.7000","0.5546","0.0001"
"","2.7200","0.5589","0.0001"
"","2.7400","0.5632","0.0003"
"","2.7600","0.5673","0.0002"
"","2.7800","0.5713","0.0002"
"","2.8000","0.5752","0.0001"
"","2.8200","0.5792","0.0000"
"","2.8400","0.5833","0.0001"
"","2.8600","0.5876","0.0001"
"","2.8800","0.5918","0.0002"
"","2.9000","0.5961","0.0001"
"","2.9200","0.6003","0.0002"
"","2.9400","0.6047","0.0001"
"","2.9600","0.6092","-0.0001"
"","2.9800","0.6137","-0.0001"
"","3.0000","0.6179","0.0000"
"","3.0200","0.6220","0.0000"
"","3.0400","0.6260","0.0001"
"","3.0600","0.6301","0.0001"
"","3.0800","0.6342","0.0002"
"","3.1000","0.6386","0.0000"
"","3.1200","0.6430","-0.0001"
"","3.1400","0.6474","-0.0002"
"","3.1600","0.6519","0.0000"
"","3.1800","0.6563","0.0000"
"","3.2000","0.6606","0.0003"
"","3.2200","0.6647","0.0002"
"","3.2400","0.6687","0.0001"
"","3.2600","0.6726","-0.0003"
"","3.2800","0.6766","0.0000"
"","3.3000","0.6807","-0.0002"
"","3.3200","0.6849","0.0000"
"","3.3400","0.6892","0.0000"
"","3.3600","0.6934","0.0001"
"","3.3800","0.6978","0.0000"
"","3.4000","0.7022","0.0003"
"","3.4200","0.7067","0.0000"
"","3.4400","0.7111","0.0001"
"","3.4600","0.7153","0.0000"
"","3.4800","0.7193","0.0003"
"","3.5000","0.7232","0.0000"
"","3.5200","0.7273","0.0002"
"","3.5400","0.7315","0.0002"
"","3.5600","0.7358","0.0003"
"","3.5800","0.7403","0.0006"
"","3.6000","0.7447","0.0017"
"","3.6200","0.7492","0.0026"
"","3.6400","0.7536","0.0038"
"","3.6600","0.7579","0.0048"
"","3.6800","0.7620","0.0060"
"","3.7000","0.7660","0.0068"
"","3.7200","0.7700","0.0079"
"","3.7400","0.7740","0.0089"
"","3.7600","0.7781","0.0102"
"","3.7800","0.7823","0.0112"
"","3.8000","0.7865","0.0123"
"","3.8200","0.7908","0.0134"
"","3.8400","0.7952","0.0145"
"","3.8600","0.7998","0.0156"
"","3.8800","0.8043","0.0167"
"","3.9000","0.8087","0.0180"
"","3.9200","0.8128","0.0190"
"","3.9400","0.8168","0.0199"
"","3.9600","0.8208","0.0209"
"","3.9800","0.8249","0.0220"
"","4.0000","0.8291","0.0230"
"","4.0200","0.8335","0.0243"
"","4.0400","0.8379","0.0254"
"","4.0600","0.8423","0.0266"
"","4.0800","0.8468","0.0276"
"","4.1000","0.8512","0.0288"
"","4.1200","0.8554","0.0298"
"","4.1400","0.8594","0.0309"
"","4.1600","0.8633","0.0319"
"","4.1800","0.8673","0.0331"
"","4.2000","0.8714","0.0342"
"","4.2200","0.8756","0.0355"
"","4.2400","0.8799","0.0361"
"","4.2600","0.8841","0.0372"
"","4.2800","0.8883","0.0383"
"","4.3000","0.8927","0.0396"
"","4.3200","0.8972","0.0408"
"","4.3400","0.9016","0.0422"
"","4.3600","0.9058","0.0432"
"","4.3800","0.9099","0.0443"
"","4.4000","0.9139","0.0452"
"","4.4200","0.9180","0.0466"
"","4.4400","0.9222","0.0475"
"","4.4600","0.9264","0.0486"
"","4.4800","0.9307","0.0495"
"","4.5000","0.9351","0.0508"
"","4.5200","0.9396","0.0521"
"","4.5400","0.9442","0.0534"
"","4.5600","0.9486","0.0543"
"","4.5800","0.9527","0.0556"
"","4.6000","0.9567","0.0566"
"","4.6200","0.9606","0.0575"
"","4.6400","0.9646","0.0584"
"","4.6600","0.9687","0.0598"
"","4.6800","0.9729","0.0607"
"","4.7000","0.9770","0.0618"
"","4.7200","0.9812","0.0629"
"","4.7400","0.9856","0.0643"
"","4.7600","0.9901","0.0655"
"","4.7800","0.9946","0.0666"
"","4.8000","0.9990","0.0677"
"","4.8200","1.0031","0.0689"
"","4.8400","1.0072","0.0701"
"","4.8600","1.0112","0.0711"
"","4.8800","1.0153","0.0722"
"","4.9000","1.0195","0.0733"
"","4.9200","1.0238","0.0744"
"","4.9400","1.0281","0.0755"
"","4.9600","1.0325","0.0766"
"","4.9800","1.0370","0.0778"
"","5.0000","1.0415","0.0790"
"","5.0200","1.0458","0.0801"
"","5.0400","1.0499","0.0813"
"","5.0600","1.0539","0.0821"
"","5.0800","1.0580","0.0833"
"","5.1000","1.0620","0.0844"
"","5.1200","1.0662","0.0856"
"","5.1400","1.0703","0.0865"
"","5.1600","1.0744","0.0876"
"","5.1800","1.0785","0.0887"
"","5.2000","1.0828","0.0903"
"","5.2200","1.0872","0.0914"
"","5.2400","1.0917","0.0926"
"","5.2600","1.0961","0.0936"
"","5.2800","1.1004","0.0950"
"","5.3000","1.1046","0.0960"
"","5.3200","1.1086","0.0970"
"","5.3400","1.1127","0.0979"
"","5.3600","1.1169","0.0991"
"","5.3800","1.1211","0.1002"
"","5.4000","1.1253","0.1017"
"","5.4200","1.1297","0.1027"
"","5.4400","1.1343","0.1040"
"","5.4600","1.1388","0.1050"
"","5.4800","1.1432","0.1063"
"","5.5000","1.1473","0.1074"
"","5.5200","1.1514","0.1084"
"","5.5400","1.1553","0.1095"
"","5.5600","1.1593","0.1105"
"","5.5800","1.1634","0.1116"
"","5.6000","1.1676","0.1129"
"","5.6200","1.1718","0.1139"
"","5.6400","1.1761","0.1151"
"","5.6600","1.1804","0.1163"
"","5.6800","1.1848","0.1175"
"","5.7000","1.1892","0.1188"
"","5.7200","1.1936","0.1200"
"","5.7400","1.1978","0.1211"
"","5.7600","1.2019","0.1221"
"","5.7800","1.2059","0.1232"
"","5.8000","1.2100","0.1243"
"","5.8200","1.2142","0.1255"
"","5.8400","1.2185","0.1267"
"","5.8600","1.2229","0.1280"
"","5.8800","1.2274","0.1291"
"","5.9000","1.2318","0.1303"
"","5.9200","1.2363","0.1315"
"","5.9400","1.2406","0.1329"
"","5.9600","1.2447","0.1338"
"","5.9800","1.2487","0.1349"
"","6.0000","1.2526","0.1359"
"","6.0200","1.2566","0.1370"
"","6.0400","1.2606","0.1379"
"","6.0600","1.2648","0.1389"
"","6.0800","1.2691","0.1399"
"","6.1000","1.2733","0.1414"
"","6.1200","1.2777","0.1424"
"","6.1400","1.2821","0.1438"
"","6.1600","1.2866","0.1448"
"","6.1800","1.2910","0.1462"
"","6.2000","1.2952","0.1473"
"","6.2200","1.2992","0.1484"
"","6.2400","1.3032","0.1468"
"","6.2600","1.3072","0.0747"
"","6.2800","1.3114","0.0137"
"","6.3000","1.3158","-0.0054"
"","6.3200","1.3202","-0.0053"
"","6.3400","1.3247","-0.0017"
"","6.3600","1.3292","-0.0002"
"","6.3800","1.3336","0.0003"
"","6.4000","1.3379","0.0002"
"","6.4200","1.3420","0.0002"
"","6.4400","1.3459","0.0000"
"","6.4600","1.3499","0.0001"
"","6.4800","1.3540","-0.0001"
"","6.5000","1.3581","-0.0001"
"","6.5200","1.3623","-0.0003"
"","6.5400","1.3665","-0.0002"
"","6.5600","1.3707","-0.0002"
"","6.5800","1.3750","-0.0001"
"","6.6000","1.3795","0.0000"
"","6.6200","1.3840","0.0000"
"","6.6400","1.3884","0.0000"
"","6.6600","1.3926","0.0000"
"","6.6800","1.3967","-0.0001"
"","6.7000","1.4008","-0.0002"
"","6.7200","1.4049","0.0000"
"","6.7400","1.4091","-0.0001"
"","6.7600","1.4134","-0.0001"
"","6.7800","1.4178","-0.0001"
"","6.8000","1.4223","0.0000"
"","6.8200","1.4268","0.0000"
"","6.8400","1.4312","0.0002"
"","6.8600","1.4354","0.0001"
"","6.8800","1.4394","0.0001"
"","6.9000","1.4434","-0.0002"
"","6.9200","1.4474","-0.0003"
"","6.9400","1.4515","-0.0003"
"","6.9600","1.4556","-0.0001"
"","6.9800","1.4598","-0.0002"
"","7.0000","1.4639","0.0001"
"","7.0200","1.4682","0.0001"
"","7.0400","1.4725","0.0001"
"","7.0600","1.4770","-0.0002"
"","7.0800","1.4815","-0.0002"
"","7.1000","1.4858","-0.0002"
"","7.1200","1.4900","0.0002"
"","7.1400","1.4940","0.0001"
"","7.1600","1.4981","0.0002"
"","7.1800","1.5022","0.0000"
"","7.2000","1.5064","0.0002"
"","7.2200","1.5107","0.0000"
"","7.2400","1.5152","0.0000"
"","7.2600","1.5197","-0.0001"
"","7.2800","1.5241","0.0002"
"","7.3000","1.5285","0.0001"
"","7.3200","1.5326","0.0002"
"","7.3400","1.5366","-0.0001"
"","7.3600","1.5406","-0.0001"
"","7.3800","1.5445","-0.0001"
"","7.4000","1.5486","0.0001"
"","7.4200","1.5527","0.0000"
"","7.4400","1.5569","0.0001"
"","7.4600","1.5611","0.0001"
"","7.4800","1.5654","0.0001"
"","7.5000","1.5699","0.0001"
"","7.5200","1.5744","-0.0001"
"","7.5400","1.5789","-0.0003"
"","7.5600","1.5832","0.0001"
"","7.5800","1.5873","0.0001"
"","7.6000","1.5914","0.0000"
"","7.6200","1.5955","0.0001"
"","7.6400","1.5996","0.0000"
"","7.6600","1.6038","-0.0001"
"","7.6800","1.6081","-0.0001"
"","7.7000","1.6125","-0.0001"
"","7.7200","1.6169","-0.0001"
"","7.7400","1.6214","0.0001"
"","7.7600","1.6258","0.0000"
"","7.7800","1.6299","0.0001"
"","7.8000","1.6339","0.0001"
"","7.8200","1.6379","0.0003"
"","7.8400","1.6419","0.0001"
"","7.8600","1.6460","0.0000"
"","7.8780","1.6497","-0.0001"
286,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0001"
"","0.0600","0.0005","0.0001"
"","0.0800","0.0015","0.0000"
"","0.1000","0.0040","0.0000"
"","0.1200","0.0068","-0.0002"
"","0.1400","0.0082","-0.0001"
"","0.1600","0.0098","0.0000"
"","0.1800","0.0131","0.0000"
"","0.2000","0.0186","0.0000"
"","0.2200","0.0253","-0.0001"
"","0.2400","0.0320","0.0001"
"","0.2600","0.0379","0.0002"
"","0.2800","0.0428","0.0001"
"","0.3000","0.0469","0.0000"
"","0.3200","0.0507","0.0000"
"","0.3400","0.0545","0.0000"
"","0.3600","0.0586","0.0001"
"","0.3800","0.0629","0.0001"
"","0.4000","0.0675","0.0001"
"","0.4200","0.0721","-0.0001"
"","0.4400","0.0766","0.0000"
"","0.4600","0.0809","0.0000"
"","0.4800","0.0850","0.0002"
"","0.5000","0.0890","0.0000"
"","0.5200","0.0929","0.0000"
"","0.5400","0.0967","-0.0001"
"","0.5600","0.1006","0.0001"
"","0.5800","0.1047","-0.0001"
"","0.6000","0.1091","0.0002"
"","0.6200","0.1136","0.0001"
"","0.6400","0.1181","0.0002"
"","0.6600","0.1226","0.0000"
"","0.6800","0.1269","0.0001"
"","0.7000","0.1311","0.0000"
"","0.7200","0.1352","0.0002"
"","0.7400","0.1394","0.0001"
"","0.7600","0.1435","0.0002"
"","0.7800","0.1475","-0.0001"
"","0.8000","0.1517","-0.0001"
"","0.8200","0.1561","-0.0002"
"","0.8400","0.1606","0.0000"
"","0.8600","0.1651","0.0000"
"","0.8800","0.1696","0.0001"
"","0.9000","0.1739","-0.0001"
"","0.9200","0.1781","0.0000"
"","0.9400","0.1822","-0.0001"
"","0.9600","0.1862","0.0001"
"","0.9800","0.1901","0.0001"
"","1.0000","0.1939","0.0003"
"","1.0200","0.1979","0.0001"
"","1.0400","0.2022","0.0001"
"","1.0600","0.2066","0.0000"
"","1.0800","0.2112","0.0001"
"","1.1000","0.2157","0.0000"
"","1.1200","0.2201","0.0002"
"","1.1400","0.2244","0.0001"
"","1.1600","0.2286","0.0002"
"","1.1800","0.2328","0.0000"
"","1.2000","0.2368","0.0001"
"","1.2200","0.2407","-0.0001"
"","1.2400","0.2447","0.0000"
"","1.2600","0.2490","-0.0001"
"","1.2800","0.2534","0.0001"
"","1.3000","0.2581","-0.0001"
"","1.3200","0.2626","-0.0001"
"","1.3400","0.2669","-0.0001"
"","1.3600","0.2712","0.0002"
"","1.3800","0.2753","-0.0001"
"","1.4000","0.2794","0.0000"
"","1.4200","0.2834","-0.0001"
"","1.4400","0.2873","0.0000"
"","1.4600","0.2913","-0.0001"
"","1.4800","0.2954","0.0001"
"","1.5000","0.2997","-0.0001"
"","1.5200","0.3040","-0.0001"
"","1.5400","0.3083","-0.0003"
"","1.5600","0.3126","-0.0001"
"","1.5800","0.3170","0.0001"
"","1.6000","0.3214","0.0001"
"","1.6200","0.3258","-0.0001"
"","1.6400","0.3300","0.0000"
"","1.6600","0.3341","-0.0001"
"","1.6800","0.3380","0.0000"
"","1.7000","0.3421","0.0002"
"","1.7200","0.3464","0.0001"
"","1.7400","0.3509","0.0000"
"","1.7600","0.3554","-0.0001"
"","1.7800","0.3599","-0.0003"
"","1.8000","0.3642","-0.0002"
"","1.8200","0.3685","0.0001"
"","1.8400","0.3726","0.0002"
"","1.8600","0.3767","0.0001"
"","1.8800","0.3806","0.0000"
"","1.9000","0.3844","-0.0001"
"","1.9200","0.3884","-0.0001"
"","1.9400","0.3927","0.0000"
"","1.9600","0.3971","0.0002"
"","1.9800","0.4014","0.0001"
"","2.0000","0.4058","0.0002"
"","2.0200","0.4100","0.0001"
"","2.0400","0.4144","0.0002"
"","2.0600","0.4188","0.0001"
"","2.0800","0.4231","0.0001"
"","2.1000","0.4272","0.0002"
"","2.1200","0.4312","0.0001"
"","2.1400","0.4352","0.0002"
"","2.1600","0.4393","0.0000"
"","2.1800","0.4437","-0.0001"
"","2.2000","0.4482","-0.0001"
"","2.2200","0.4527","0.0001"
"","2.2400","0.4571","0.0000"
"","2.2600","0.4615","0.0000"
"","2.2800","0.4658","0.0000"
"","2.3000","0.4700","0.0002"
"","2.3200","0.4740","0.0001"
"","2.3400","0.4779","0.0000"
"","2.3600","0.4817","-0.0001"
"","2.3800","0.4857","-0.0001"
"","2.4000","0.4899","-0.0002"
"","2.4200","0.4943","0.0001"
"","2.4400","0.4986","0.0001"
"","2.4600","0.5030","0.0002"
"","2.4800","0.5073","-0.0001"
"","2.5000","0.5117","0.0001"
"","2.5200","0.5162","0.0001"
"","2.5400","0.5205","0.0002"
"","2.5600","0.5246","-0.0002"
"","2.5800","0.5284","-0.0001"
"","2.6000","0.5324","0.0000"
"","2.6200","0.5366","0.0003"
"","2.6400","0.5411","0.0004"
"","2.6600","0.5456","0.0003"
"","2.6800","0.5501","0.0000"
"","2.7000","0.5545","0.0000"
"","2.7200","0.5589","0.0000"
"","2.7400","0.5631","0.0002"
"","2.7600","0.5673","0.0001"
"","2.7800","0.5713","0.0002"
"","2.8000","0.5752","-0.0001"
"","2.8200","0.5792","0.0000"
"","2.8400","0.5833","0.0000"
"","2.8600","0.5875","0.0004"
"","2.8800","0.5918","0.0003"
"","2.9000","0.5961","0.0003"
"","2.9200","0.6003","0.0000"
"","2.9400","0.6046","0.0001"
"","2.9600","0.6091","-0.0001"
"","2.9800","0.6136","0.0002"
"","3.0000","0.6179","0.0001"
"","3.0200","0.6220","0.0002"
"","3.0400","0.6260","0.0002"
"","3.0600","0.6300","0.0001"
"","3.0800","0.6342","-0.0002"
"","3.1000","0.6385","-0.0001"
"","3.1200","0.6430","-0.0004"
"","3.1400","0.6474","0.0001"
"","3.1600","0.6519","0.0000"
"","3.1800","0.6563","0.0000"
"","3.2000","0.6606","-0.0002"
"","3.2200","0.6647","-0.0001"
"","3.2400","0.6687","-0.0001"
"","3.2600","0.6726","0.0001"
"","3.2800","0.6765","0.0000"
"","3.3000","0.6807","0.0003"
"","3.3200","0.6849","0.0002"
"","3.3400","0.6891","0.0001"
"","3.3600","0.6934","0.0000"
"","3.3800","0.6977","0.0000"
"","3.4000","0.7022","0.0000"
"","3.4200","0.7067","0.0003"
"","3.4400","0.7111","0.0001"
"","3.4600","0.7153","0.0002"
"","3.4800","0.7193","0.0000"
"","3.5000","0.7232","-0.0001"
"","3.5200","0.7272","-0.0002"
"","3.5400","0.7315","0.0000"
"","3.5600","0.7358","0.0000"
"","3.5800","0.7403","0.0004"
"","3.6000","0.7447","0.0009"
"","3.6200","0.7491","0.0019"
"","3.6400","0.7536","0.0029"
"","3.6600","0.7579","0.0042"
"","3.6800","0.7620","0.0052"
